frame,trace_ms,gather_ms,net_wall_ms,net_gpu_ms,net_commit_ms,net_wait_ms,demod_ms,present_ms,total_ms
293,0.2025,14.0948,6.5072,6.7916,0.0126,6.4682,0.2741,0.0730,21.1517
294,0.1655,10.4326,2.8843,6.7521,0.0080,2.8556,0.2678,0.0799,13.8300
295,0.2302,17.4193,0.0294,6.6180,0.0069,0.0016,0.2532,0.0766,18.0088
296,0.1952,11.0378,12.0241,8.7865,0.0085,11.9880,0.2965,0.0772,23.6308
297,0.1921,9.7463,0.0404,7.3852,0.0100,0.0015,0.3398,0.1023,10.4209
298,0.2533,10.3192,2.1496,5.1384,0.0128,2.1021,0.2795,0.0732,13.0748
299,0.1773,18.1045,0.0339,6.2391,0.0085,0.0018,0.2761,0.0778,18.6696
300,0.2392,10.2301,11.4409,8.4627,0.0090,11.4053,0.3576,0.0919,22.3597
301,0.2291,9.0454,0.0505,7.9996,0.0118,0.0022,0.3262,0.0772,9.7284
302,0.2107,10.3616,3.6391,5.4356,0.0076,3.5994,0.3026,0.1268,14.6408
303,0.2583,13.9103,2.2179,6.8936,0.0132,2.1751,0.3500,0.0873,16.8237
304,0.2062,10.4481,5.7786,6.3182,0.0064,5.7274,0.2908,0.1120,16.8356
305,0.1656,15.9577,0.0305,8.1625,0.0064,0.0016,0.2389,0.0756,16.4683
306,0.2296,10.2326,6.0899,5.1886,0.0070,6.0523,0.2901,0.0935,16.9356
307,0.2168,13.0157,2.6679,7.5400,0.0068,2.6349,0.2795,0.0925,16.2725
308,0.2602,10.4480,3.0760,5.5887,0.0085,3.0373,0.3147,0.0827,14.1815
309,0.2321,16.6363,0.0855,6.6381,0.0271,0.0026,0.5149,0.2608,17.7295
310,0.2361,12.9076,9.4824,7.4786,0.0093,9.4363,0.3305,0.0953,23.0518
311,0.2491,8.3198,0.0387,6.4452,0.0097,0.0019,0.2679,0.0802,8.9557
312,0.4232,9.6737,8.4742,9.4220,0.0061,8.4432,0.3075,0.0984,18.9769
313,0.2069,15.3372,0.0326,9.7532,0.0084,0.0016,0.2648,0.1072,15.9486
314,0.2005,9.8599,8.3986,9.2120,0.0105,8.3520,0.3276,0.0876,18.8742
315,0.2303,13.8972,0.0308,9.5765,0.0083,0.0015,0.2670,0.0794,14.5047
316,0.2125,9.9991,11.9020,9.1632,0.0127,11.8517,1.0569,0.1871,23.3576
317,0.3922,8.3209,0.0991,7.9624,0.0202,0.0026,1.2497,0.1617,10.2235
318,0.2550,8.6893,0.0474,5.1910,0.0112,0.0016,0.3424,0.1014,9.4354
319,0.2495,10.2919,11.7549,4.9745,0.0067,11.7188,0.7033,0.4512,23.4507
320,0.3097,8.4575,0.1050,9.4247,0.0186,0.0024,0.5528,0.1564,9.5813
321,0.2220,14.2900,0.0853,5.0228,0.0192,0.0027,0.7554,0.1676,15.5203
322,0.2943,15.5130,0.0367,5.3817,0.0076,0.0018,0.2795,0.1163,16.2397
323,0.2363,12.9771,5.3690,4.7906,0.0265,5.2483,0.4815,0.1372,19.2011
324,0.2590,8.7927,4.2924,6.2395,0.0085,4.2562,0.3772,0.1092,13.8305
325,0.1982,13.2800,6.2100,7.3315,0.0086,6.1725,0.3078,0.0830,20.0790
326,0.3805,9.9041,1.2235,6.3775,0.0147,1.1744,0.2542,0.0759,11.8382
327,0.2097,11.9485,6.0889,5.5440,0.0080,6.0572,0.3903,0.1178,18.7551
328,0.2211,10.1568,1.5630,6.4100,0.0087,1.5214,0.2639,0.0866,12.2915
329,0.2174,12.9487,6.1728,5.8476,0.0114,6.1260,0.3256,0.0944,19.7589
330,0.2082,9.8505,2.4152,6.4744,0.0136,2.3638,0.3167,0.0860,12.8766
331,0.2102,12.4723,6.5974,6.2012,0.0067,6.5610,0.3302,0.1012,19.7113
332,0.1839,10.0829,2.3173,6.7529,0.0125,2.2714,0.4131,0.1200,13.1172
333,0.2629,17.0016,0.0798,7.7143,0.0121,0.0035,0.2538,0.0821,17.6802
334,0.1697,10.6607,12.6710,11.1995,0.0101,12.6044,0.3363,0.1037,23.9413
335,0.2345,9.8519,0.0427,8.7865,0.0120,0.0020,0.2759,0.0887,10.4937
336,0.2528,9.8062,3.5581,5.2895,0.0075,3.5169,0.3329,0.1046,14.0546
337,0.2094,12.7436,7.8128,6.8340,0.0144,7.7661,0.3474,0.1217,21.2349
338,0.2278,10.3606,0.0426,6.2566,0.0114,0.0017,0.3152,0.1020,11.0483
339,0.2102,11.1389,4.7415,5.1146,0.0092,4.7006,0.3001,0.0755,16.4663
340,0.2219,9.9237,5.2269,7.5590,0.0157,5.1773,0.3358,0.1004,15.8087
341,0.1956,12.1991,5.9852,7.4704,0.0128,5.9357,0.3509,0.0958,18.8266
342,0.1943,8.5245,5.3399,6.6925,0.0086,5.3045,0.3893,0.1150,14.5629
343,0.1983,12.3078,6.4412,7.9531,0.0095,6.4015,0.3494,0.0900,19.3867
344,0.2881,12.2208,0.1778,6.5211,0.1185,0.0025,0.8402,0.2120,13.7388
345,0.2026,15.3269,0.0330,4.9060,0.0087,0.0016,0.2722,0.0798,15.9145
346,0.3168,9.9024,5.1588,5.2150,0.0092,5.1093,0.3607,0.0840,15.8227
347,0.2028,15.0339,0.0317,7.7019,0.0072,0.0013,0.2145,0.0585,15.5415
348,0.2176,9.8718,7.3382,9.6782,0.0282,7.2771,0.2962,0.0910,17.8147
349,0.2089,13.5673,13.5999,5.2353,0.0156,13.5245,0.3549,0.1013,27.8324
350,0.2101,8.3614,0.0340,7.3800,0.0087,0.0020,0.2698,0.0907,8.9662
351,0.2154,11.0775,0.8122,4.7450,0.0149,0.7434,0.2584,0.1145,12.4780
352,0.1640,14.6047,4.3223,5.6556,0.0105,4.2750,0.2543,0.0750,19.4204
353,0.1547,12.0950,3.2821,5.6719,0.0096,3.2465,0.2825,0.0764,15.8906
354,0.2095,9.5945,11.5425,10.5818,0.0113,11.4945,0.3234,0.0835,21.7533
355,0.1674,12.1567,14.5669,5.2281,0.0075,14.5168,0.2274,0.0846,27.2029
356,0.1444,8.1793,0.0312,7.0004,0.0080,0.0014,0.2437,0.0682,8.6668
357,0.2065,11.2643,0.0432,4.7869,0.0097,0.0014,0.2637,0.0917,11.8695
358,0.1970,9.5873,18.4973,10.1542,0.0098,18.4553,0.3099,0.1081,28.6995
359,0.1356,8.3674,0.0314,10.4792,0.0087,0.0016,0.2448,0.0684,8.8477
360,0.2643,9.9720,1.9183,5.4322,0.0070,1.8899,0.2465,0.0816,12.4828
361,0.1604,10.9130,13.7444,5.4502,0.0077,13.7085,0.2486,0.0810,25.1475
362,0.1701,9.0654,0.0420,7.3991,0.0077,0.0017,0.2306,0.0634,9.5715
363,0.2085,12.9492,0.0315,4.8471,0.0106,0.0013,0.2455,0.0810,13.5157
364,0.1723,10.0675,11.4805,11.5252,0.0082,11.4395,0.3440,0.0725,22.1367
365,0.1662,11.6960,0.0546,9.6960,0.0080,0.0013,0.2383,0.0711,12.2262
366,0.2181,9.6779,5.5378,5.2983,0.0054,5.5077,0.2779,0.0733,15.7850
367,0.1723,15.7924,0.0274,8.0719,0.0066,0.0015,0.2146,0.0601,16.2667
368,0.1649,9.5110,9.4865,10.1710,0.0091,9.4419,0.3080,0.0698,19.5402
369,0.1443,14.9081,0.0270,10.5361,0.0067,0.0015,0.2998,0.0720,15.4512
370,0.1852,8.8515,11.5043,11.8139,0.0073,11.4777,0.2895,0.0815,20.9119
371,0.1501,8.3510,3.9591,9.6128,0.0079,3.9146,0.2995,0.0907,12.8504
372,0.1815,9.5193,6.1118,7.1841,0.0085,6.0787,0.3050,0.0833,16.2008
373,0.1885,13.5000,0.0309,6.8326,0.0077,0.0015,0.2720,0.0790,14.0704
374,0.2435,9.5326,12.4332,8.8025,0.0096,12.3862,0.2430,0.0740,22.5264
375,0.2128,8.4720,0.0336,7.3021,0.0092,0.0019,0.2438,0.0808,9.0430
376,0.2542,8.5728,4.8464,5.1934,0.0080,4.8133,0.2581,0.0912,14.0227
377,0.2082,13.3833,0.0635,5.7924,0.0053,0.0268,0.2658,0.1023,14.0231
378,0.2079,17.0602,0.0281,6.6861,0.0067,0.0016,0.3019,0.0749,17.6729
379,0.1970,17.5001,0.0387,4.8514,0.0083,0.0019,0.3112,0.0871,18.1341
380,0.2218,9.3486,9.1162,9.1549,0.0100,9.0750,0.2677,1.5870,20.5412
381,0.1895,10.5261,0.1794,9.5562,0.1126,0.0030,0.6203,5.4594,16.9748
382,0.2505,8.2522,9.2220,4.8034,0.0199,9.1343,0.5746,0.1500,18.4492
383,0.1848,8.9832,0.0321,6.0679,0.0083,0.0019,0.2701,0.0835,9.5538
384,0.5207,9.9854,0.6786,5.1676,0.0200,0.5398,0.6380,0.1761,11.9987
385,0.3608,10.1590,0.0367,4.7639,0.0089,0.0019,0.3044,0.0970,10.9579
386,0.3240,9.4372,11.4995,7.5047,0.0131,11.4487,0.3208,0.0830,21.6644
387,0.1840,8.9959,0.0411,7.3270,0.0153,0.0018,0.2837,0.0791,9.5839
388,0.2479,9.5452,2.2104,5.3300,0.0129,2.1644,0.2810,0.0854,12.3698
389,0.2017,15.7626,0.0855,5.7472,0.0079,0.0540,0.2414,0.0761,16.3673
390,0.3473,11.1883,10.4603,7.5594,0.0125,10.4151,0.3580,0.0870,22.4408
391,0.2632,9.8339,0.0267,7.0382,0.0064,0.0016,0.2378,0.0641,10.4257
392,0.1874,9.5670,3.8195,5.2248,0.0263,3.7215,1.0311,0.0760,14.6810
393,0.1872,9.4142,10.2153,6.8305,0.0137,10.1654,0.3884,0.1265,20.3315
394,0.2437,9.6281,0.0353,6.7920,0.0090,0.0017,0.2848,0.0799,10.2718
395,0.2041,13.5615,0.0805,4.7487,0.0185,0.0023,11.2756,0.2687,25.3905
396,0.1900,7.6235,0.0298,5.3226,0.0072,0.0015,0.2102,0.0795,8.1330
397,0.5031,9.1402,0.0878,4.8251,0.0190,0.0030,0.6976,0.1905,10.6192
398,0.2237,12.5734,8.4387,4.7426,0.0130,8.3970,0.3394,0.1118,21.6869
399,0.1990,8.7323,0.0444,5.0846,0.0136,0.0013,0.2874,0.0897,9.3527
400,0.2448,9.6124,0.8508,5.1801,0.0127,0.8122,0.2488,0.0786,11.0355
401,0.2121,11.6341,8.0702,5.2827,0.0259,7.9688,0.3282,0.0856,20.3302
402,0.2320,9.4957,0.0631,6.3221,0.0097,0.0014,0.2784,0.0935,10.1627
403,0.2290,11.5987,3.0500,4.7908,0.0081,3.0196,0.2786,0.0828,15.2391
404,0.1907,9.5815,6.2000,6.6462,0.0083,6.1594,0.2853,0.1491,16.4066
405,0.2275,11.7928,6.5537,8.6801,0.0097,6.5154,0.3375,0.0895,19.0009
406,0.2464,9.5452,1.8853,6.5100,0.0086,1.8520,0.2638,0.0800,12.0208
407,0.2140,14.4299,0.0356,5.9039,0.0085,0.0018,0.2832,0.1068,15.0695
408,0.2442,9.4767,8.6873,7.9205,0.0138,8.6472,0.2977,0.0975,18.8034
409,0.2180,9.4235,6.6345,9.2316,0.0087,6.6015,0.2960,0.0952,16.6672
410,0.2135,9.4374,1.4793,6.6746,0.0093,1.4399,0.2628,0.0819,11.4748
411,0.2036,14.5408,0.0288,5.7012,0.0070,0.0013,0.2660,0.0740,15.1131
412,0.1947,9.4712,8.1341,8.6503,0.0098,8.0980,0.3284,0.0864,18.2149
413,0.2366,13.8676,0.0912,9.4596,0.0271,0.0020,0.5988,0.1893,14.9835
414,0.2881,7.9315,0.0235,4.7877,0.0055,0.0014,0.2374,0.0673,8.5478
415,0.1473,18.0378,0.2886,4.8345,0.2191,0.0034,0.6199,0.1593,19.2529
416,0.1923,8.1186,0.0365,4.9050,0.0082,0.0055,0.2755,0.0821,8.7050
417,0.2067,16.0868,9.9123,4.8706,0.0231,9.8101,0.5115,0.0970,26.8143
418,0.1975,8.1192,0.0286,5.2013,0.0070,0.0016,0.2485,0.1876,8.7814
419,0.2199,11.0499,0.0763,4.7684,0.0209,0.0022,0.5340,0.2248,12.1049
420,0.2939,9.7564,1.2299,4.8355,0.0240,1.1436,0.7345,0.1635,12.1782
421,0.1846,7.8123,0.0428,5.3544,0.0092,0.0023,0.3406,0.1009,8.4812
422,0.2230,8.5360,5.3923,5.2086,0.0200,5.3077,0.4098,0.1150,14.6761
423,0.2304,10.3965,1.2957,5.8410,0.0126,1.2472,0.2645,0.1497,12.3367
424,0.2330,9.4905,5.7374,5.5227,0.0087,5.6907,0.3348,0.0937,15.8895
425,0.1806,14.9482,0.0395,8.0594,0.0083,0.0014,0.2938,0.1237,15.5859
426,0.1746,13.7447,6.4592,7.2549,0.0144,6.4005,0.4394,0.0943,20.9121
427,0.2188,14.5168,0.1230,7.1282,0.0297,0.0028,0.2686,0.0618,15.1890
428,0.1715,13.7731,4.2692,7.4304,0.0161,4.2168,0.3920,0.1128,18.7185
429,0.2597,14.9287,0.0474,7.4030,0.0126,0.0022,0.3564,0.1085,15.7007
430,0.2373,9.4321,9.2098,7.5377,0.0195,9.1464,0.2379,0.1133,19.2304
431,0.2159,11.3887,0.1060,8.6036,0.0564,0.0037,0.3078,0.1080,12.1263
432,0.2955,9.4674,5.4355,5.3070,0.0111,5.3916,0.3186,0.0847,15.6018
433,0.2443,12.2764,13.6314,10.6627,0.0105,13.5877,0.3058,0.0902,26.5482
434,0.2757,8.3097,0.0304,6.6916,0.0065,0.0013,0.2324,0.0703,8.9185
435,0.2088,8.1825,6.6560,4.7822,0.0076,6.6175,0.2908,0.0821,15.4202
436,0.2107,9.2307,3.1313,7.0625,0.0090,3.0950,0.2862,0.0842,12.9432
437,0.2136,12.3508,6.1011,6.6478,0.0113,6.0585,0.2993,0.0997,19.0645
438,0.2505,9.0297,2.1103,6.3653,0.0084,2.0785,0.3051,0.1012,11.7969
439,0.2490,13.2015,2.5550,5.9309,0.0110,2.5088,0.3132,0.1009,16.4195
440,0.2168,9.3880,5.2616,5.6856,0.0140,5.2116,0.3151,0.1211,15.3027
441,0.2551,11.1298,6.8755,7.7984,0.0110,6.8368,0.3436,0.1012,18.7053
442,0.1946,8.9903,2.4455,6.6987,0.0217,2.3810,0.4327,0.0924,12.1556
443,0.2502,13.5042,0.7280,5.9225,0.0087,0.6916,0.2873,0.0850,14.8547
444,0.1925,9.8224,11.0522,8.7791,0.0154,11.0072,0.1674,0.0716,21.3060
445,0.1523,11.8724,0.0518,9.4345,0.0209,0.0025,0.2515,0.0763,12.4043
446,0.2552,9.5300,5.9902,5.3275,0.0086,5.9505,0.3229,0.0905,16.1888
447,0.1570,15.1134,0.0446,8.1990,0.0135,0.0017,0.2882,0.0808,15.6840
448,0.1922,9.3835,9.7581,9.0956,0.0107,9.7161,0.3516,0.0925,19.7780
449,0.2370,12.4534,0.0527,9.5064,0.0174,0.0019,0.3410,0.1026,13.1867
450,0.2084,9.3810,7.4679,7.4769,0.0105,7.4250,0.3562,0.1023,17.5157
451,0.2527,13.1438,0.0376,9.0279,0.0118,0.0018,0.2948,0.0844,13.8134
452,0.1753,9.5754,12.6250,8.4408,0.0094,12.5835,0.3332,0.0857,22.7947
453,0.2207,7.9491,0.0489,7.2081,0.0159,0.0019,0.2879,0.1011,8.6077
454,0.3119,9.8819,0.0479,5.1925,0.0091,0.0018,0.2929,0.0759,10.6105
455,0.2336,11.6747,7.2043,4.8349,0.0073,7.1684,0.3642,0.1085,19.5854
456,0.2445,9.4228,2.0873,7.0530,0.0090,2.0501,0.4081,0.0826,12.2453
457,0.2133,11.5089,3.4332,6.1502,0.0101,3.3988,0.2203,0.0724,15.4482
458,0.2107,8.8348,11.4637,11.3883,0.0118,11.4128,0.4078,0.1016,21.0186
459,0.2432,8.1761,0.0826,8.2389,0.0238,0.0027,0.5442,0.3341,9.3802
460,0.2214,8.6329,8.3435,5.0077,0.0318,8.2700,0.4610,0.1422,17.8010
461,0.2032,10.1835,0.0988,6.7004,0.0234,0.0027,0.5006,0.1401,11.1262
462,0.1871,10.1110,3.4202,4.8032,0.0109,3.3745,0.3085,0.1051,14.1319
463,0.1854,9.0487,9.6752,5.4963,0.0100,9.6273,0.3178,0.0904,19.3175
464,0.2504,9.8977,0.0372,6.7594,0.0089,0.0020,0.3505,0.0865,10.6224
465,0.2460,9.6037,4.5223,4.7412,0.0084,4.4814,0.3160,0.2158,14.9037
466,0.2772,9.3075,11.4461,7.8535,0.0101,11.4043,0.3214,0.0814,21.4336
467,0.2266,9.8089,0.0323,8.2318,0.0080,0.0018,0.2559,0.0807,10.4045
468,0.1930,9.3930,3.1213,5.1360,0.0065,3.0889,0.2998,0.0811,13.0882
469,0.1607,16.6733,0.1120,6.8280,0.0097,0.0740,0.3094,0.0783,17.3336
470,0.2297,9.4756,7.7993,7.7892,0.0085,7.7615,0.4440,0.1040,18.0525
471,0.2491,13.1190,0.0646,9.1373,0.0280,0.0031,0.3292,0.1115,13.8733
472,0.2240,9.6068,10.0837,7.4442,0.0077,10.0446,0.3395,0.0925,20.3466
473,0.2032,10.5986,0.0351,8.2919,0.0073,0.0018,0.2832,0.0730,11.1930
474,0.2302,9.3079,6.3717,5.1512,0.0120,6.3366,0.3397,0.0803,16.3298
475,0.2039,12.3392,0.0312,6.8905,0.0073,0.0013,0.2527,0.0777,12.9048
476,0.2217,8.6968,9.5536,6.6873,0.0084,9.5173,0.3752,0.1118,18.9590
477,0.1984,8.6085,5.6670,9.3014,0.0075,5.6346,0.2794,0.0710,14.8243
478,0.2035,8.1947,5.5344,6.3211,0.0070,5.5011,0.3107,0.0798,14.3230
479,0.2461,16.0741,0.0378,7.9555,0.0096,0.0017,0.3002,0.0867,16.7448
480,0.2251,9.3745,8.1273,8.7266,0.0175,8.0777,0.3235,0.0870,18.1373
481,0.2526,12.2455,0.3455,9.3578,0.0103,0.2996,0.2709,0.0791,13.1935
482,0.2315,9.0435,11.0244,5.4679,0.0111,10.9759,0.3545,0.0918,20.7458
483,0.1841,9.7553,0.0402,6.4046,0.0104,0.0016,0.3029,0.0923,10.3747
484,0.2574,9.3218,3.3416,5.3143,0.0090,3.3068,0.2790,0.0817,13.2815
485,0.2123,9.9538,10.6963,6.8006,0.0087,10.6539,0.3305,0.0788,21.2717
486,0.2425,8.7439,0.0358,7.6190,0.0105,0.0017,0.2372,0.0827,9.3420
487,0.2275,8.8828,7.7042,4.8080,0.0089,7.6628,0.3072,0.0867,17.2084
488,0.2500,9.1980,1.6133,6.6778,0.0095,1.5709,0.2788,0.1119,11.4520
489,0.2491,10.5458,5.5141,5.7897,0.0125,5.4685,0.3705,0.0622,16.7418
490,0.2489,8.8703,2.4990,6.3448,0.0137,2.4471,0.3355,0.0907,12.0445
491,0.2023,12.8274,2.6099,6.3000,0.0077,2.5806,0.3360,0.1051,16.0807
492,0.2664,9.4210,4.8946,5.7298,0.0083,4.8655,0.2665,0.0989,14.9475
493,0.1982,11.9889,4.3327,7.6149,0.0122,4.2922,0.3562,0.1018,16.9777
494,0.2334,9.6642,2.5715,6.1994,0.0139,2.5195,0.3416,0.0965,12.9071
495,0.2164,9.0466,11.7132,6.3839,0.0121,11.6623,0.3013,0.0804,21.3580
496,0.2139,8.3088,0.0575,8.0469,0.0129,0.0023,0.3577,0.1083,9.0461
497,0.2276,12.1856,0.0455,4.7987,0.0139,0.0019,0.3173,0.0890,12.8650
498,0.2225,8.0971,23.2288,7.8879,0.0123,23.1824,0.3119,0.0867,31.9471
499,0.1901,7.6317,0.0364,8.7039,0.0083,0.0019,0.2593,0.0736,8.1912
500,0.1846,9.6200,0.0395,5.1203,0.0087,0.0016,0.2919,0.0810,10.2170
501,0.1829,13.0180,3.9482,4.9761,0.0120,3.8991,0.2764,0.0725,17.4980
502,0.2202,9.3423,1.3500,6.1026,0.0073,1.3188,0.2465,0.0725,11.2314
503,0.2051,13.6615,7.7167,5.6996,0.0083,7.6853,0.2738,0.0727,21.9299
504,0.1943,9.7890,0.0326,6.2305,0.0077,0.0015,0.2605,0.0856,10.3620
505,0.2337,12.9125,0.0331,4.7737,0.0080,0.0019,0.2760,0.0783,13.5335
506,0.2473,9.4407,8.8342,7.8983,0.0122,8.7939,0.3250,0.0841,18.9313
507,0.1961,8.9250,6.0130,8.7902,0.0078,5.9828,0.2630,0.0713,15.4684
508,0.1992,8.1390,6.3739,6.4456,0.0095,6.3308,0.2590,0.0684,15.0394
509,0.1638,15.7679,0.0328,8.2996,0.0083,0.0016,0.3037,0.0940,16.3622
510,0.2447,8.6358,9.3628,7.3727,0.0059,9.3255,0.3983,0.1182,18.7599
511,0.2811,10.2398,0.5639,9.3763,0.0100,0.5191,0.3710,0.1130,11.5688
512,0.3327,9.5195,4.7913,5.5626,0.0148,4.7477,0.2789,0.0929,15.0153
513,0.3035,12.2927,4.0947,7.6044,0.0112,4.0498,0.2957,0.0815,17.0681
514,0.2541,9.5732,2.4994,6.2027,0.0135,2.4527,0.4306,0.1300,12.8873
515,0.2059,12.1240,4.8585,6.3414,0.0133,4.8129,0.4376,0.1226,17.7487
516,0.2062,9.3590,2.6339,6.2626,0.0104,2.5973,0.2656,0.1698,12.6343
517,0.2885,9.8224,9.4346,6.6205,0.0131,9.3937,0.3781,0.1196,20.0432
518,0.2185,9.0936,0.0286,6.5264,0.0068,0.0018,0.2510,0.0775,9.6692
519,0.2103,13.5165,0.0523,4.7804,0.0139,0.0022,0.3952,0.1402,14.3144
520,0.2777,13.9338,4.9109,6.6690,0.0094,4.8696,0.2707,0.0805,19.4736
521,0.2009,8.4965,7.3037,5.8753,0.0089,7.2583,0.3569,0.1039,16.4619
522,0.2257,9.2330,1.5260,7.1377,0.0057,1.4948,0.1905,0.0555,11.2306
523,0.3162,11.3268,4.4630,5.6699,0.0079,4.4283,0.3317,0.1002,16.5379
524,0.2032,8.4288,5.2126,6.2067,0.0071,5.1810,0.3417,0.0907,14.2770
525,0.2078,12.6727,2.8341,7.4682,0.0099,2.8011,0.2843,0.0841,16.0829
526,0.2081,9.3194,4.8484,5.6798,0.0100,4.8140,0.2947,0.0785,14.7490
527,0.2071,14.6968,0.0312,7.5818,0.0075,0.0019,0.2858,0.0791,15.3000
528,0.2271,9.0759,8.1082,7.8739,0.0084,8.0710,0.3483,0.1095,17.8691
529,0.2342,9.1930,8.8787,9.3329,0.0103,8.8402,0.3266,0.0946,18.7271
530,0.2778,8.9775,0.0380,6.4360,0.0103,0.0020,0.2757,0.0875,9.6564
531,0.2132,13.9850,0.0381,5.9828,0.0090,0.0018,0.2997,0.0878,14.6238
532,0.2136,9.4904,6.9201,7.1213,0.0087,6.8859,0.2735,0.0810,16.9786
533,0.2072,12.5090,2.7643,8.6894,0.0097,2.7319,0.2708,0.0850,15.8363
534,0.2710,9.3898,4.2261,5.7485,0.0101,4.1856,0.4015,0.1117,14.4001
535,0.2360,13.6120,0.0351,7.1150,0.0095,0.0014,0.2329,0.0651,14.1811
536,0.1730,9.2826,12.1032,9.5387,0.0144,12.0486,0.4397,0.1236,22.1221
537,0.3016,7.7484,0.0397,8.1327,0.0086,0.0018,0.2700,0.0871,8.4468
538,0.2504,9.4141,1.9566,5.5883,0.0118,1.9083,0.3786,0.0830,12.0828
539,0.2985,10.9225,6.5272,5.9031,0.0083,6.4956,0.3410,0.0775,18.1668
540,0.2233,8.3840,2.8358,6.5558,0.0162,2.7849,0.3190,0.0757,11.8377
541,0.2188,11.8394,3.0314,5.9945,0.0145,2.9878,0.2847,0.0955,15.4698
542,0.2156,9.4127,5.9669,6.6114,0.0109,5.9240,0.2655,0.0895,15.9502
543,0.1950,11.3343,8.0437,8.1916,0.0074,8.0066,0.3603,0.0787,20.0121
544,0.2145,9.3193,0.0296,6.1443,0.0070,0.0017,0.2503,0.0772,9.8909
545,0.2250,12.4615,0.0328,4.7610,0.0089,0.0018,0.2472,0.0835,13.0500
546,0.2328,9.4768,10.2644,7.6928,0.0094,10.2267,0.3895,0.0923,20.4558
547,0.2690,9.8797,0.0350,8.1069,0.0102,0.0018,0.2820,0.0910,10.5568
548,0.2942,9.3933,2.8374,5.1956,0.0089,2.7981,0.3440,0.0999,12.9688
549,0.1814,14.0185,1.2148,6.5033,0.0146,1.1627,0.2445,0.1658,15.8250
550,0.2730,9.2704,6.5692,5.4078,0.0099,6.5270,0.3507,0.1125,16.5758
551,0.2247,10.7696,2.1064,7.4072,0.0200,2.0487,0.3013,0.0863,13.4883
552,0.2220,9.2148,6.2907,6.0390,0.0130,6.2449,0.3493,0.0983,16.1751
553,0.2537,12.8948,0.2840,8.2172,0.0129,0.2308,0.4301,0.1167,13.9793
554,0.2193,9.2720,8.5568,5.1595,0.0088,8.5169,0.4181,0.1289,18.5952
555,0.2844,10.4329,0.0448,7.2102,0.0110,0.0023,0.3549,0.1076,11.2245
556,0.3314,9.5382,3.4975,5.1868,0.0159,3.4558,0.3934,0.1028,13.8633
557,0.1863,8.7078,9.4982,6.7080,0.0124,9.4464,0.4745,0.1157,18.9824
558,0.1975,9.0548,0.0313,6.5105,0.0078,0.0016,0.2476,0.0761,9.6072
559,0.2135,11.5473,0.1023,5.4249,0.0137,0.0061,0.3320,0.1182,12.3132
560,0.2266,9.4390,7.0515,5.1480,0.0187,6.9948,0.3519,0.1113,17.1802
561,0.1725,7.6045,0.0359,7.7248,0.0080,0.0016,0.2807,0.0790,8.1726
562,0.1752,11.5869,9.9712,7.1614,0.0164,9.9241,0.3746,0.0837,22.1916
563,0.1990,9.7067,0.0500,6.3791,0.0076,0.0027,0.2544,0.0779,10.2880
564,0.2560,9.2999,4.1845,5.6031,0.0078,4.1545,0.2973,0.0807,14.1184
565,0.1887,14.9235,0.0334,7.2547,0.0084,0.0017,0.2860,0.0867,15.5183
566,0.2208,9.4515,9.4122,7.3094,0.0107,9.3769,0.4114,0.0865,19.5822
567,0.2543,10.8842,0.0286,8.0096,0.0075,0.0014,0.2331,0.0666,11.4668
568,0.1971,9.4574,5.8610,5.2426,0.0374,5.7549,0.2934,0.0809,15.8898
569,0.1871,12.1301,5.9495,8.1285,0.0123,5.9075,0.4290,0.1051,18.8008
570,0.2196,9.6311,0.0482,6.3984,0.0109,0.0021,0.3535,0.0888,10.3412
571,0.2552,12.5708,2.9209,4.7813,0.0126,2.8763,0.2607,0.0842,16.0917
572,0.2367,9.3446,5.7598,6.5840,0.0159,5.7153,0.4253,0.1292,15.8956
573,0.2001,11.9053,4.0198,8.3337,0.0099,3.9720,0.2825,0.0864,16.4940
574,0.2510,9.2669,3.6098,6.1572,0.0110,3.5713,0.2889,0.0769,13.4934
575,0.2474,11.2510,6.2186,6.8936,0.0122,6.1703,0.3837,0.1051,18.2059
576,0.2257,11.0168,0.0403,6.4962,0.0094,0.0019,0.2922,0.0776,11.6526
577,0.2459,14.1007,4.5287,4.9587,0.0105,4.4865,0.2819,0.0887,19.2460
578,0.2687,9.2183,3.4686,6.2414,0.0110,3.4340,0.3022,0.0926,13.3505
579,0.2210,9.1784,9.7174,6.9049,0.0128,9.6772,0.2858,0.0908,19.4933
580,0.1940,9.6943,0.0384,6.7432,0.0090,0.0017,0.2771,0.0870,10.2909
581,0.2240,9.1407,8.1568,4.8082,0.0102,8.1175,0.3282,0.1400,17.9898
582,0.2353,9.2640,0.0326,6.3314,0.0079,0.0016,0.2614,0.0918,9.8851
583,0.2252,10.8583,3.5102,4.7685,0.0112,3.4702,0.2806,0.1018,14.9760
584,0.2084,9.3020,4.3187,5.8908,0.0141,4.2811,0.2520,0.0872,14.1683
585,0.1800,13.1789,2.5142,7.1483,0.0194,2.4643,0.2927,0.0855,16.2513
586,0.1861,9.3303,5.7043,6.2521,0.0131,5.6570,0.2845,0.0867,15.5919
587,0.2445,8.5080,10.2910,8.0709,0.0107,10.2564,0.3219,0.1044,19.4698
588,0.2373,8.6662,0.0305,6.7239,0.0069,0.0018,0.2555,0.0949,9.2843
