frame,trace_ms,gather_ms,net_wall_ms,net_gpu_ms,net_commit_ms,net_wait_ms,demod_ms,present_ms,total_ms
290,18.8218,1.8275,0.0275,5.5122,0.0065,0.0016,0.2137,0.0789,20.9694
291,18.2699,1.9238,0.0308,4.8823,0.0067,0.0016,0.2328,0.0838,20.5412
292,16.3975,1.9862,1.5794,5.9296,0.0103,1.5424,0.2777,0.0828,20.3236
293,16.5365,1.8264,0.0216,5.9655,0.0048,0.0014,0.1535,0.0788,18.6167
294,12.8166,1.9371,5.0559,5.4755,0.0049,5.0347,0.2150,0.0880,20.1125
295,15.0445,2.0092,0.0458,7.8944,0.0163,0.0015,0.3074,0.0969,17.5038
296,10.0930,2.0355,7.8680,5.4814,0.0106,7.8335,0.3012,0.0910,20.3888
297,14.8793,1.8563,0.0272,9.6757,0.0075,0.0014,0.1955,0.0959,17.0543
298,9.1028,1.8181,3.4489,5.6098,0.0057,3.4289,0.2254,0.0996,14.6948
299,17.0258,1.8263,0.0232,7.2957,0.0059,0.0013,0.1840,0.0698,19.1292
300,10.5949,1.9966,7.6449,8.0584,0.0058,7.6181,0.2500,0.0667,20.5530
301,14.4487,1.7305,0.0283,9.2847,0.0088,0.0015,0.1566,0.0737,16.4378
302,18.2775,1.8297,0.0294,8.4255,0.0066,0.0019,0.2100,0.0748,20.4215
303,18.8170,1.8658,0.0245,11.5651,0.0054,0.0013,0.1588,0.0919,20.9579
304,10.3630,1.9167,10.2968,5.4666,0.0080,10.2712,0.3138,0.0948,22.9851
305,12.2569,1.7550,0.0317,8.9850,0.0057,0.0016,0.1916,0.0880,14.3231
306,9.4125,1.8205,13.4421,11.2831,0.0090,13.4154,0.3062,0.0995,25.0808
307,8.7881,1.7722,0.0272,6.7410,0.0067,0.0015,0.1673,0.0854,10.8402
308,8.7447,1.8797,5.5310,5.4344,0.0070,5.5064,0.2262,0.0892,16.4707
309,15.5101,1.8604,0.0278,7.9307,0.0059,0.0021,0.2335,0.0831,17.7149
310,14.2571,2.0740,5.3180,5.4684,0.0065,5.2864,0.2955,0.0880,22.0325
311,13.4154,1.7315,0.0302,6.0315,0.0096,0.0014,0.2033,0.0838,15.4642
312,9.7201,1.9527,11.7462,10.6442,0.0085,11.7164,0.2960,0.0815,23.7965
313,9.7749,1.7894,0.0284,8.0132,0.0064,0.0015,0.2003,0.0735,11.8665
314,9.4071,2.3240,3.6332,5.5512,0.0043,3.6059,0.3243,0.0776,15.7662
315,14.4773,2.9597,0.0253,7.0735,0.0059,0.0013,0.1648,0.0790,17.7061
316,15.2377,1.7730,4.3020,5.5415,0.0050,4.2819,0.2950,0.1253,21.7330
317,14.6788,2.0469,0.0278,6.2150,0.0072,0.0015,0.1934,0.0771,17.0240
318,10.5944,7.8754,16.2269,11.2677,0.0143,15.3895,1.6260,0.1465,36.4692
319,22.2150,3.7257,0.0398,5.3767,0.0118,0.0016,1.1276,0.0763,27.1844
320,13.9953,2.0951,8.2827,5.4764,0.0104,8.2455,0.5112,0.4071,25.2913
321,13.7711,1.9459,0.0214,9.2181,0.0056,0.0011,0.1423,0.0613,15.9421
322,9.2756,2.0615,14.0700,7.9524,0.0067,14.0465,0.2385,0.0696,25.7153
323,17.4049,1.8593,0.0199,7.9092,0.0057,0.0011,0.1693,0.0772,19.5306
324,14.5658,1.8711,5.1410,5.2531,0.0045,5.1233,0.1507,0.0705,21.7990
325,14.0732,1.8296,0.0286,6.2929,0.0101,0.0013,0.1695,0.0793,16.1803
326,13.8672,1.9152,4.0147,5.5294,0.0063,3.9864,0.2592,0.0600,20.1163
327,21.2388,1.9515,0.0171,5.5373,0.0037,0.0013,0.1229,0.1079,23.4383
328,9.3303,1.7835,12.3561,10.5029,0.0048,12.3353,0.2808,0.0926,23.8434
329,10.4685,1.6683,0.0171,8.7704,0.0042,0.0015,0.1153,0.0779,12.3470
330,8.4069,2.1560,9.5979,5.5669,0.0091,9.5586,0.3019,0.0888,20.5514
331,11.5051,1.6882,0.0176,6.5157,0.0043,0.0013,0.1318,0.0806,13.4232
332,10.0487,1.9018,9.4284,8.1087,0.0052,9.4057,0.2220,0.1011,21.7020
333,12.1480,2.0389,0.0282,8.2369,0.0066,0.0015,0.1803,0.0768,14.4723
334,8.5888,2.0465,11.9800,11.3378,0.0065,11.9513,0.2878,0.0731,22.9763
335,11.6022,1.6821,0.0240,9.5645,0.0043,0.0013,0.1258,0.0775,13.5116
336,13.0108,1.8915,5.7572,5.8131,0.0061,5.7314,0.3154,0.0690,21.0439
337,15.0071,1.8167,0.0203,7.3715,0.0053,0.0013,0.1619,0.0695,17.0755
338,14.4935,1.8938,3.8348,5.4009,0.0059,3.8142,0.1815,0.0788,20.4823
339,15.3086,1.6930,0.0190,6.1107,0.0044,0.0012,0.1501,0.0848,17.2555
340,14.7382,2.0867,1.7831,8.2854,0.0092,1.7393,0.2882,0.0925,18.9888
341,17.0349,1.7837,0.0204,6.1113,0.0049,0.0012,0.1427,0.0762,19.0578
342,12.3573,1.8196,10.4417,5.4719,0.0077,10.4166,0.4059,0.1111,25.1357
343,10.2729,1.9210,0.0240,7.0986,0.0083,0.0014,0.1512,0.0652,12.4344
344,11.1275,2.1313,7.3742,5.5332,0.0124,7.3366,0.2668,0.0716,20.9714
345,12.9277,1.7457,0.0210,7.2026,0.0050,0.0014,0.1576,0.0782,14.9303
346,10.5729,1.9083,10.7272,5.4793,0.0055,10.7048,0.2839,0.0745,23.5668
347,10.7762,1.7075,0.0209,7.9398,0.0054,0.0014,0.1485,0.0774,12.7305
348,8.8092,1.9098,7.8585,11.3463,0.0108,7.8150,0.2804,0.0728,18.9307
349,18.3568,3.4369,0.0267,5.3768,0.0101,0.0013,0.2068,0.0633,22.0905
350,9.6198,1.8234,9.8846,9.8659,0.0047,9.8654,0.2326,0.0746,21.6350
351,12.4499,1.7642,0.0243,7.8333,0.0084,0.0013,0.1473,0.0813,14.4670
352,17.9128,1.7542,0.0276,10.5345,0.0087,0.0014,0.1610,0.0841,19.9398
353,14.5724,4.5231,0.0233,5.2595,0.0050,0.0014,0.1584,0.0777,19.3548
354,17.6564,1.8715,0.0282,5.5203,0.0069,0.0015,0.2246,0.0738,19.8546
355,17.2372,1.9320,0.0250,4.9289,0.0060,0.0015,0.1742,0.0776,19.4460
356,17.5297,1.7393,0.0200,5.2380,0.0050,0.0015,0.2704,0.0778,19.6372
357,18.1117,1.9260,0.0393,5.0428,0.0062,0.0024,0.3070,0.0693,20.4533
358,16.0417,1.9698,0.1360,5.5637,0.0044,0.1125,0.1860,0.0694,18.4028
359,17.3298,1.7037,0.0226,4.8741,0.0056,0.0012,0.1659,0.0875,19.3096
360,15.0380,2.2708,1.7414,5.6888,0.0065,1.7086,0.2430,0.0976,19.3907
361,15.5936,1.7960,0.0217,10.6178,0.0055,0.0015,0.1611,0.0702,17.6426
362,9.9597,1.9424,10.5161,7.9860,0.0080,10.4889,0.2859,0.0735,22.7776
363,10.0491,1.8299,0.0193,8.3145,0.0046,0.0015,0.1400,0.0730,12.1113
364,8.1091,1.7575,8.1412,5.5726,0.0065,8.1193,0.2714,0.1068,18.3860
365,13.7967,1.9406,0.0254,8.9712,0.0065,0.0011,0.2432,0.0672,16.0730
366,14.9008,2.0801,2.2854,5.5396,0.0180,2.2404,0.3523,0.0762,19.6948
367,16.3534,1.7109,0.0188,6.0566,0.0042,0.0010,0.1315,0.0881,18.3027
368,14.9690,1.8835,3.8108,5.5485,0.0055,3.7898,0.2320,0.0645,20.9598
369,15.6291,1.7733,0.0202,6.1351,0.0048,0.0014,0.1375,0.0840,17.6441
370,9.5343,1.9454,13.4201,7.9361,0.0051,13.3978,0.3147,0.0842,25.2987
371,8.4590,1.7386,0.0252,6.3541,0.0049,0.0011,0.1688,0.0820,10.4736
372,8.8105,1.9440,4.7322,5.5924,0.0076,4.7051,0.3190,0.0684,15.8741
373,14.1490,1.7858,0.0276,6.0795,0.0059,0.0015,0.1950,0.0751,16.2325
374,15.1434,1.8577,1.7478,5.5630,0.0081,1.7225,0.1965,0.0712,19.0166
375,16.8193,1.8153,0.0278,5.9642,0.0092,0.0014,0.1749,0.0810,18.9184
376,13.1878,1.8373,7.4668,5.9401,0.0066,7.4413,0.3262,0.0824,22.9006
377,11.6153,1.9307,0.0454,7.6676,0.0244,0.0020,0.2001,0.0706,13.8621
378,14.0860,1.8345,4.4505,7.8797,0.0059,4.4286,0.2531,0.0838,20.7078
379,13.8830,1.7043,0.0250,5.7624,0.0073,0.0014,0.1731,0.0762,15.8616
380,10.4070,1.8671,12.8850,8.6196,0.0076,12.8603,0.2973,0.0796,25.5359
381,8.7568,1.9102,0.0284,8.1562,0.0057,0.0019,0.1796,0.0803,10.9552
382,9.3039,1.9602,4.0786,5.4138,0.0058,4.0496,0.2808,0.1003,15.7238
383,14.1846,1.9216,0.0378,6.0925,0.0088,0.0016,0.2576,0.0740,16.4756
384,12.8270,1.8483,8.3585,8.0625,0.0069,8.3314,0.3048,0.0762,23.4148
385,11.5452,1.8595,0.0260,6.9386,0.0072,0.0011,0.1907,0.0751,13.6964
386,8.4184,1.7491,7.4713,10.2936,0.0051,7.4481,0.2396,0.0721,17.9505
387,20.7505,1.8687,0.0257,5.5631,0.0054,0.0015,0.1740,0.0580,22.8769
388,8.8748,1.8272,12.5343,10.0739,0.0055,12.5095,0.3156,0.0715,23.6232
389,10.3115,1.7126,0.0222,8.7320,0.0057,0.0015,0.1497,0.0789,12.2749
390,12.1716,2.0314,2.0768,5.5092,0.0078,2.0434,0.2573,0.0722,16.6093
391,16.0738,1.7017,0.0214,9.3072,0.0045,0.0013,0.1375,0.0774,18.0117
392,10.6560,1.8636,11.5400,5.6518,0.0060,11.5169,0.2785,0.0766,24.4147
393,10.2938,1.6734,0.0386,8.4005,0.0056,0.0018,0.1597,0.0813,12.2468
394,12.4864,1.8684,3.5453,5.3186,0.0060,3.5231,0.1692,0.0807,18.1500
395,14.7170,1.6972,0.0217,5.7034,0.0047,0.0013,0.2511,0.0663,16.7533
396,10.2452,1.8625,10.7713,5.7987,0.0055,10.7487,0.2920,0.0706,23.2417
397,11.1200,1.7283,0.0247,7.4145,0.0060,0.0016,0.1602,0.0840,13.1172
398,9.2365,1.9472,11.2496,5.7524,0.0088,11.2182,0.2968,0.0790,22.8092
399,9.6209,1.7322,0.0263,6.2927,0.0078,0.0018,0.1637,0.0700,11.6130
400,7.4178,1.8478,8.5973,5.7380,0.0098,8.5664,0.3083,0.0843,18.2555
401,12.5287,1.8715,0.0265,9.1440,0.0083,0.0014,0.1894,0.0734,14.6895
402,7.8210,2.0528,13.5195,12.5695,0.0113,13.4820,0.2800,0.0649,23.7383
403,9.1414,1.7053,0.0226,7.8857,0.0092,0.0013,0.1363,0.0801,11.0857
404,9.0743,1.8280,2.7292,5.4197,0.0049,2.7090,0.1773,0.0837,13.8925
405,17.5919,1.8130,0.0258,7.8423,0.0066,0.0013,0.1908,0.0758,19.6973
406,8.8493,1.8990,11.4313,9.7249,0.0115,11.3992,0.2695,0.0780,22.5272
407,10.1720,1.7277,0.0205,8.4407,0.0046,0.0013,0.1430,0.0754,12.1387
408,8.1476,1.8594,11.0160,5.8565,0.0049,10.9899,0.2917,0.0793,21.3940
409,11.5892,2.0622,0.0271,8.9149,0.0057,0.0015,0.1758,0.0661,13.9205
410,8.6417,2.0047,11.2655,9.7714,0.0048,11.2425,0.3037,0.0866,22.3023
411,9.7206,1.7945,0.0215,8.4299,0.0049,0.0015,0.1457,0.0774,11.7597
412,8.2123,1.9528,7.5261,5.1761,0.0070,7.4961,0.2413,0.0777,18.0103
413,12.2768,1.9501,0.0245,7.4272,0.0057,0.0014,0.1862,0.0847,14.5223
414,13.7611,2.0540,5.5784,5.5398,0.0095,5.5379,0.2533,0.0743,21.7210
415,12.5430,1.8724,0.0359,6.2555,0.0078,0.0016,0.2600,0.0999,14.8113
416,9.2721,2.2116,7.1048,9.2674,0.0105,7.0731,0.2854,0.0674,18.9412
417,14.5708,1.7497,0.0243,9.1846,0.0050,0.0015,0.1867,0.0732,16.6047
418,14.7816,2.1139,1.6837,5.7141,0.0203,1.6391,0.2679,0.0755,18.9226
419,16.6360,1.8257,0.0251,6.1772,0.0064,0.0015,0.1831,0.0746,18.7445
420,14.7472,1.9170,2.3073,5.3375,0.0076,2.2763,0.2358,0.0828,19.2902
421,12.6910,1.9207,0.0367,6.4571,0.0065,0.0021,0.1787,0.0630,14.8901
422,10.2474,2.0218,11.3852,7.8373,0.0053,11.3615,0.2901,0.0798,24.0243
423,9.5494,1.7229,0.0239,7.6839,0.0057,0.0012,0.1630,0.0655,11.5248
424,7.4664,1.7615,13.3957,5.6421,0.0046,13.3768,0.2444,0.0649,22.9329
425,7.1225,1.8211,0.0222,6.0336,0.0055,0.0011,0.1541,0.0744,9.1943
426,7.7221,2.1550,3.3523,5.5802,0.0222,3.3070,0.3490,0.0883,13.6666
427,14.5594,1.8126,0.0258,5.5684,0.0066,0.0015,0.1455,0.0799,16.6233
428,10.0253,1.8789,11.5256,10.6332,0.0092,11.4999,0.2306,0.0774,23.7378
429,10.3865,1.7628,0.0229,7.1164,0.0054,0.0013,0.1944,0.1056,12.4722
430,8.4330,2.1681,10.1946,5.5960,0.1346,9.9802,0.3026,0.0892,21.1875
431,11.1102,2.0503,0.0756,7.8059,0.0430,0.0031,0.2352,0.0739,13.5452
432,11.0503,1.8908,9.5212,5.5957,0.0063,9.4949,0.2630,0.0882,22.8134
433,15.3924,1.9135,0.0410,8.2059,0.0087,0.0014,0.2289,0.0810,17.6567
434,16.5000,1.9018,0.0349,5.0043,0.0147,0.0021,0.1218,0.0670,18.6254
435,17.7380,1.6494,0.0239,5.1131,0.0056,0.0011,0.1449,0.0759,19.6321
436,6.8463,2.3403,20.2259,8.1729,0.0067,20.2031,0.3367,0.0728,29.8220
437,6.5630,1.6902,0.0204,11.4579,0.0058,0.0011,0.1380,0.0771,8.4887
438,7.9298,1.8330,0.7005,5.2400,0.0061,0.6744,0.1953,0.0692,10.7277
439,12.4303,8.8041,1.4760,5.5627,0.0096,1.4383,0.2223,0.0811,23.0138
440,13.3439,1.8027,2.1498,5.8715,0.0069,2.1223,0.1922,0.0680,17.5565
441,16.2960,1.7763,0.0241,6.0270,0.0075,0.0011,0.1462,0.0703,18.3128
442,7.7115,1.7479,17.3605,7.0037,0.0063,17.3413,0.2757,0.0848,27.1803
443,11.2021,1.8098,0.0367,6.9751,0.0099,0.0015,0.2451,0.0796,13.3733
444,9.8010,1.7717,10.8792,5.5569,0.0056,10.8605,0.2796,0.0850,22.8164
445,10.0154,1.6740,0.0241,7.2866,0.0046,0.0015,0.2468,0.0376,11.9978
446,11.5275,2.0093,1.2648,5.4424,0.0049,1.2427,0.1805,0.0968,15.0790
447,16.4360,1.8458,0.0223,11.5338,0.0052,0.0014,0.1393,0.0727,18.5162
448,9.3162,2.1189,9.6406,11.4444,0.0057,9.6189,0.2486,0.0736,21.3979
449,18.3896,1.8063,0.0231,4.9087,0.0077,0.0013,0.1580,0.0760,20.4531
450,8.1940,1.8526,13.0220,10.1893,0.0050,12.9992,0.2643,0.0754,23.4082
451,9.5128,1.7104,0.0226,9.5322,0.0051,0.0013,0.1228,0.0873,11.4559
452,8.4026,1.7687,5.0865,5.2847,0.0080,5.0625,0.1768,0.0726,15.5072
453,13.8741,1.6705,0.0202,6.7275,0.0041,0.0013,0.1799,0.0835,15.8281
454,9.9297,1.9188,10.2840,5.2569,0.0056,10.2614,0.3000,0.0847,22.5173
455,10.2901,1.7393,0.0221,7.4550,0.0046,0.0012,0.1408,0.1157,12.3080
456,14.5021,1.8276,0.0271,5.2369,0.0061,0.0016,0.1911,0.0910,16.6389
457,17.9885,1.8282,0.0299,8.0131,0.0081,0.0012,0.2147,0.0619,20.1232
458,12.6399,1.8765,7.0654,5.3552,0.0052,7.0395,0.2398,0.0808,21.9024
459,12.7686,1.6879,0.0214,7.1287,0.0042,0.0013,0.2790,0.0920,14.8490
460,14.3652,1.9028,5.8954,5.4317,0.0062,5.8658,0.2873,0.0900,22.5408
461,13.3739,1.7696,0.0280,6.3334,0.0097,0.0016,0.1836,0.0900,15.4450
462,9.5844,1.8615,10.2284,7.7336,0.0077,10.2002,0.2998,0.0798,22.0539
463,11.2738,1.6985,0.0248,7.5702,0.0059,0.0014,0.2457,0.0748,13.3176
464,14.4899,2.1139,0.0683,5.2980,0.0060,0.0063,0.1891,0.0449,16.9061
465,16.9976,1.8048,0.0234,4.9660,0.0057,0.0015,0.1579,0.0860,19.0696
466,15.9230,2.1505,0.0264,5.4357,0.0052,0.0013,0.1791,0.0978,18.3767
467,13.1472,4.7931,0.0347,10.2969,0.0079,0.0017,0.2576,0.0925,18.3251
468,16.9923,1.7972,0.0305,5.4323,0.0098,0.0017,0.2134,0.0756,19.1089
469,16.8678,1.8135,0.0279,4.9558,0.0071,0.0016,0.1961,0.0855,18.9908
470,8.9560,1.9117,10.4329,5.5233,0.0049,10.4082,0.3311,0.0860,21.7176
471,10.0049,1.7693,0.0384,7.5197,0.0124,0.0016,0.2165,0.1072,12.1363
472,8.0019,1.8102,10.0563,5.3109,0.0122,10.0197,0.3306,0.1006,20.2995
473,9.7975,1.8468,0.0295,7.5640,0.0069,0.0015,0.3346,0.0828,12.0912
474,7.4102,2.0239,8.4734,5.2629,0.0102,8.4417,0.2743,0.0646,18.2463
475,12.1270,1.7683,0.0275,8.6161,0.0069,0.0017,0.1919,0.0752,14.1899
476,14.2071,2.0652,2.3681,5.3094,0.0061,2.3412,0.3215,0.0927,19.0546
477,15.0837,1.7340,0.0267,5.8271,0.0092,0.0016,0.1826,0.0749,17.1019
478,14.6002,1.9642,1.6021,5.3173,0.0120,1.5682,0.2327,0.0840,18.4833
479,15.3951,1.9184,0.0273,5.8820,0.0063,0.0018,0.2019,0.0794,17.6220
480,13.3242,2.0218,2.1022,5.3563,0.0080,2.0720,0.2565,0.1056,17.8104
481,14.1553,1.9150,0.0293,6.0595,0.0074,0.0015,0.2544,0.0765,16.4305
482,12.8067,1.9440,5.4131,5.3442,0.0080,5.3815,0.3299,0.0727,20.5663
483,11.9666,1.8285,0.0500,6.0458,0.0211,0.0016,0.2580,0.0820,14.1850
484,13.6407,1.9444,1.7936,5.3110,0.0085,1.7663,0.2345,0.0891,17.7023
485,14.9244,1.8734,0.0297,5.9972,0.0065,0.0015,0.2664,0.0947,17.1886
486,13.4841,1.9094,2.3456,7.2938,0.0085,2.3120,0.3353,0.0791,18.1536
487,14.5690,1.8786,0.1027,5.7430,0.0583,0.0035,0.2745,0.0908,16.9156
488,12.9659,1.9814,1.7074,5.3553,0.0085,1.6713,0.3422,0.1062,17.1031
489,15.3526,1.9703,0.0372,6.1228,0.0075,0.0019,0.2411,0.0757,17.6769
490,15.3030,1.8125,0.0350,5.5644,0.0094,0.0018,0.3150,0.1038,17.5694
491,15.2276,1.8853,0.0326,4.9086,0.0075,0.0015,0.2199,0.1510,17.5164
492,12.0560,1.9289,3.1582,5.0257,0.0075,3.1272,0.3355,0.0980,17.5765
493,13.2381,1.7589,0.0248,5.6118,0.0056,0.0015,0.2260,0.1025,15.3503
494,16.6997,1.8035,0.0260,5.4689,0.0061,0.0017,0.2308,0.0957,18.8558
495,16.7113,1.8008,0.0265,5.8453,0.0067,0.0019,0.1894,0.0848,18.8127
496,8.8085,2.1211,9.0033,8.9574,0.0058,8.9783,0.3120,0.0975,20.3423
497,10.8110,1.8251,0.0247,8.1435,0.0063,0.0013,0.1698,0.0710,12.9016
498,9.5845,1.9045,8.3598,5.3267,0.0106,8.3256,0.3340,0.1172,20.2999
499,10.9975,1.9223,0.0880,6.9072,0.0453,0.0031,0.2333,0.0862,13.3274
500,8.7509,1.9608,8.4735,7.4546,0.0130,8.4411,0.3067,0.0886,19.5805
501,10.8078,1.8170,0.0342,7.3655,0.0083,0.0018,0.2241,0.1050,12.9880
502,8.0926,1.9016,10.7200,7.5700,0.0073,10.6787,0.3377,0.0967,21.1485
503,9.0307,1.7939,0.0270,6.6069,0.0065,0.0014,0.1919,0.0999,11.1434
504,7.9531,1.9778,7.2737,5.3394,0.0057,7.2462,0.3833,0.1060,17.6941
505,11.7359,1.8377,0.0308,7.5860,0.0085,0.0020,0.2155,0.0967,13.9167
506,12.2225,1.9854,6.4526,5.4545,0.0099,6.4142,0.3539,0.1268,21.1412
507,11.0910,1.8385,0.0377,6.3078,0.0120,0.0023,0.2621,0.1357,13.3650
508,8.7439,2.0325,11.6068,7.9136,0.0076,11.5701,0.3498,0.1084,22.8414
509,7.4470,1.8403,0.0267,7.0813,0.0063,0.0016,0.1869,0.1360,9.6370
510,7.9495,2.0369,2.5003,5.2158,0.0114,2.4559,0.3107,0.1213,12.9187
511,14.9389,1.9698,0.0337,7.5376,0.0091,0.0015,0.2399,0.1082,17.2904
512,8.1348,1.8567,0.9055,5.2531,0.0235,0.8488,0.2113,0.0987,11.2070
513,15.8368,1.8886,0.0252,8.4754,0.0057,0.0016,0.1645,0.1135,18.0286
514,9.8587,2.1706,9.1018,5.4975,0.0102,9.0602,0.3460,0.0797,21.5567
515,11.5534,1.9010,0.0321,8.8121,0.0106,0.0014,0.2006,0.0934,13.7805
516,10.4579,2.1578,9.4190,5.5638,0.0076,9.3836,0.3276,0.0744,22.4367
517,9.5429,1.7608,0.0255,7.1696,0.0060,0.0013,0.2190,0.1220,11.6703
518,7.8918,1.8678,7.1179,5.2622,0.0113,7.0837,0.3318,0.0882,17.2975
519,12.5931,1.7708,0.0322,7.7623,0.0071,0.0017,0.1892,0.1205,14.7057
520,13.3543,1.9940,2.4243,7.3103,0.0113,2.3913,0.2903,0.0807,18.1437
521,14.9763,1.9464,0.0442,6.4247,0.0097,0.0021,0.2602,0.0785,17.3056
522,8.9935,1.9402,11.2969,7.8084,0.0072,11.2634,0.3943,0.1056,22.7305
523,8.1827,1.9145,0.0322,7.9751,0.0098,0.0017,0.1879,0.0767,10.3940
524,8.5363,1.9527,4.0995,5.1072,0.0424,4.0185,0.2745,0.1006,14.9636
525,13.1519,1.9374,0.0525,6.1862,0.0162,0.0015,0.1949,0.0762,15.4129
526,10.5283,2.1256,9.3570,5.4699,0.0135,9.2989,0.3558,0.0820,22.4486
527,9.8696,1.9207,0.0278,7.4864,0.0069,0.0020,0.1954,0.1025,12.1160
528,9.3885,1.9506,8.2518,5.3083,0.0097,8.2155,0.3489,0.0824,20.0222
529,11.3202,1.8510,0.0325,6.6716,0.0073,0.0017,0.2067,0.1050,13.5154
530,8.4751,1.9888,10.2638,9.6694,0.0074,10.2224,0.3319,0.1049,21.1645
531,10.9490,1.6963,0.0277,8.1970,0.0095,0.0005,0.1449,0.0943,12.9121
532,14.1182,2.3272,0.0215,5.4814,0.0052,0.0013,0.1441,0.1565,16.7675
533,17.1165,1.7636,0.0290,4.8633,0.0077,0.0013,0.1627,0.0896,19.1613
534,16.1260,1.7913,0.0303,5.3303,0.0053,0.0016,0.1611,0.0747,18.1835
535,17.2392,1.8807,0.0273,4.8664,0.0064,0.0014,0.1808,0.0928,19.4209
536,15.0747,1.8909,1.3446,5.5121,0.0112,1.3127,0.2158,0.0763,18.6023
537,16.2992,1.8393,0.0297,5.8029,0.0072,0.0019,0.2387,0.0793,18.4861
538,13.6525,1.8590,3.4308,5.2766,0.0077,3.4005,0.3200,0.1108,19.3732
539,12.9885,1.8457,0.0456,5.6665,0.0066,0.0023,0.2047,0.0848,15.1692
540,15.5170,1.8319,0.0345,5.3839,0.0084,0.0014,0.2502,0.0848,17.7185
541,15.6775,1.9212,0.0322,4.9221,0.0064,0.0017,0.1919,0.1053,17.9282
542,8.5074,1.9670,11.4559,5.4850,0.0061,11.4292,0.3451,0.1717,22.4471
543,8.2202,1.8759,0.0274,8.0700,0.0060,0.0017,0.1883,0.0908,10.4025
544,8.9585,1.9206,2.4097,5.2925,0.0078,2.3800,0.2919,0.0948,13.6755
545,14.9225,1.8292,0.0310,5.8097,0.0071,0.0014,0.2275,0.0899,17.1000
546,16.7992,1.8526,0.0375,7.8746,0.0084,0.0019,0.2648,0.0988,19.0528
547,16.1353,1.9054,0.0271,4.8804,0.0055,0.0013,0.2101,0.0815,18.3593
548,13.1439,1.9247,2.0477,5.3865,0.0122,2.0144,0.2563,0.0871,17.4597
549,13.8347,1.7390,0.0255,6.1335,0.0060,0.0019,0.2028,0.0862,15.8883
550,8.5242,1.9148,10.4808,9.5462,0.0086,10.4407,0.3783,0.0872,21.3853
551,9.1429,1.7710,0.0421,7.8715,0.0061,0.0017,0.2989,0.1005,11.3555
552,7.3123,1.9285,10.4869,5.4246,0.0080,10.4602,0.3059,0.0924,20.1258
553,9.2255,1.7775,0.0237,6.7208,0.0059,0.0016,0.1807,0.0849,11.2921
554,7.7440,1.8749,5.8172,5.2111,0.0072,5.7885,0.2905,0.0759,15.8025
555,13.4891,1.7855,0.0253,7.5603,0.0064,0.0017,0.1824,0.1283,15.6106
556,9.0379,1.9814,10.6956,10.6911,0.0106,10.6590,0.3648,0.1520,22.2317
557,9.5544,1.8715,0.0320,7.5799,0.0082,0.0020,0.2335,0.0843,11.7757
558,7.6218,1.9332,10.0028,5.4281,0.0063,9.9746,0.3033,0.1592,20.0203
559,8.9003,1.8120,0.0292,6.5290,0.0074,0.0019,0.2199,0.1011,11.0624
560,7.4863,1.9137,6.9746,5.3141,0.0115,6.9434,0.3420,0.1075,16.8240
561,11.9524,1.7958,0.0304,7.7834,0.0092,0.0016,0.1918,0.1059,14.0763
562,8.7307,2.1228,9.1728,9.1215,0.0075,9.1441,0.3016,0.0959,20.4239
563,11.1622,1.9685,0.0381,8.1558,0.0130,0.0020,0.2431,0.0956,13.5075
564,15.3366,1.7599,0.0297,5.3929,0.0098,0.0014,0.1789,0.0915,17.3966
565,16.0760,1.9009,0.0323,5.8873,0.0120,0.0015,0.2145,0.0861,18.3098
566,8.7043,2.1133,9.1365,9.4196,0.0105,9.0998,0.3149,0.0973,20.3664
567,10.9061,1.8735,0.0263,8.4044,0.0064,0.0015,0.1844,0.0809,13.0712
568,9.6707,2.0674,8.2514,5.5122,0.0127,8.2097,0.3493,0.1338,20.4726
569,10.8856,1.8139,0.0247,6.8587,0.0064,0.0016,0.2372,0.0813,13.0429
570,11.4575,1.8662,4.5702,5.3814,0.0080,4.5286,0.3454,0.0798,18.3192
571,13.9162,1.8133,0.0254,7.1041,0.0061,0.0016,0.1826,0.0824,16.0200
572,11.5805,1.9601,7.0871,5.4314,0.0060,7.0604,0.3013,0.0709,21.0000
573,11.9313,1.8613,0.0252,7.6185,0.0055,0.0015,0.1899,0.0897,14.0975
574,11.7603,1.9988,7.1754,5.3837,0.0080,7.1426,0.3290,0.1105,21.3740
575,10.9258,1.8439,0.0255,6.5259,0.0057,0.0019,0.1883,0.0992,13.0827
576,8.5345,2.0233,10.1600,7.9776,0.0300,10.0998,0.3641,0.0757,21.1576
577,9.6562,1.7786,0.0272,6.4602,0.0065,0.0017,0.1889,0.0995,11.7504
578,8.7352,2.0282,3.8842,5.5303,0.0072,3.8495,0.3076,0.0884,15.0435
579,15.0373,1.8330,0.0288,7.3021,0.0083,0.0016,0.2100,0.1023,17.2114
580,9.0106,1.9788,10.5311,10.9065,0.0076,10.4991,0.3800,0.1117,22.0122
581,8.6325,1.8069,0.0326,8.4630,0.0080,0.0018,0.2779,0.0948,10.8447
582,7.7473,1.9310,4.6743,5.3565,0.0116,4.6356,0.3150,0.1089,14.7765
583,13.1003,1.9204,0.0316,7.4404,0.0095,0.0018,0.3818,0.1512,15.5852
584,11.7795,1.9456,6.1890,7.1899,0.0115,6.1395,0.3226,0.0799,20.3166
585,11.6746,1.7412,0.0361,6.7017,0.0062,0.0016,0.2848,0.0813,13.8180
